"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"fthl30"	0.00361068797520177	-0.501282479861737	0.149	0.225	1	"6"	"ENSDARG00000077360"	"fthl30"	"https://zfin.org/ZDB-GENE-071004-57"	"ferritin, heavy polypeptide-like 30 [Source:ZFIN;Acc:ZDB-GENE-071004-57]"	"ZFIN"
"atp5pb"	0.00278163601994428	-0.500707244379387	0.058	0.12	1	"6"	"ENSDARG00000011553"	"atp5pb"	"https://zfin.org/ZDB-GENE-041010-33"	"ATP synthase peripheral stalk-membrane subunit b [Source:ZFIN;Acc:ZDB-GENE-041010-33]"	"ZFIN"
"rps2"	1.66268865738396e-06	-0.499528522484577	0.481	0.572	0.0426014087794919	"6"	"ENSDARG00000077291"	"rps2"	"https://zfin.org/ZDB-GENE-040426-2454"	"ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]"	"ZFIN"
"rps14"	3.04623316256507e-07	-0.496222795139721	0.452	0.588	0.00780505860912422	"6"	"ENSDARG00000036629"	"rps14"	"https://zfin.org/ZDB-GENE-030131-8631"	"ribosomal protein S14 [Source:ZFIN;Acc:ZDB-GENE-030131-8631]"	"ZFIN"
"rps28"	8.49689575950529e-09	-0.494344971696285	0.407	0.58	0.000217707463150044	"6"	"ENSDARG00000035860"	"rps28"	"https://zfin.org/ZDB-GENE-030131-2022"	"ribosomal protein S28 [Source:ZFIN;Acc:ZDB-GENE-030131-2022]"	"ZFIN"
"rps15"	3.96812951800292e-06	-0.492853929979375	0.353	0.467	0.101671414510271	"6"	"ENSDARG00000070849"	"rps15"	"https://zfin.org/ZDB-GENE-030131-9092"	"ribosomal protein S15 [Source:ZFIN;Acc:ZDB-GENE-030131-9092]"	"ZFIN"
"cox4i1"	0.00082754157752657	-0.478494641224232	0.112	0.198	1	"6"	"ENSDARG00000032970"	"cox4i1"	"https://zfin.org/ZDB-GENE-030131-5175"	"cytochrome c oxidase subunit 4I1 [Source:ZFIN;Acc:ZDB-GENE-030131-5175]"	"ZFIN"
"uba52"	1.56852370228981e-05	-0.467007355212222	0.398	0.487	0.401887143000695	"6"	"ENSDARG00000041435"	"uba52"	"https://zfin.org/ZDB-GENE-051023-7"	"ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:ZFIN;Acc:ZDB-GENE-051023-7]"	"ZFIN"
"apoa1b"	0.0015800568179217	-0.466826419324696	0.124	0.067	1	"6"	"ENSDARG00000101324"	"apoa1b"	"https://zfin.org/ZDB-GENE-050302-172"	"apolipoprotein A-Ib [Source:ZFIN;Acc:ZDB-GENE-050302-172]"	"ZFIN"
"rps10"	3.38238153367872e-09	-0.466296652469658	0.606	0.706	8.66633796559161e-05	"6"	"ENSDARG00000034897"	"rps10"	"https://zfin.org/ZDB-GENE-040426-1481"	"ribosomal protein S10 [Source:ZFIN;Acc:ZDB-GENE-040426-1481]"	"ZFIN"
"rpl29"	2.75358969203476e-06	-0.463793709089122	0.332	0.467	0.0705524750893146	"6"	"ENSDARG00000077717"	"rpl29"	"https://zfin.org/ZDB-GENE-040801-167"	"ribosomal protein L29 [Source:ZFIN;Acc:ZDB-GENE-040801-167]"	"ZFIN"
"rpl34"	1.17868638961545e-06	-0.460271347604002	0.344	0.485	0.030200302674727	"6"	"ENSDARG00000029500"	"rpl34"	"https://zfin.org/ZDB-GENE-040426-1033"	"ribosomal protein L34 [Source:ZFIN;Acc:ZDB-GENE-040426-1033]"	"ZFIN"
"rpl14"	4.75701318406163e-08	-0.459227377732526	0.506	0.63	0.00121884191802027	"6"	"ENSDARG00000103433"	"rpl14"	"https://zfin.org/ZDB-GENE-030131-2085"	"ribosomal protein L14 [Source:ZFIN;Acc:ZDB-GENE-030131-2085]"	"ZFIN"
"rps26l"	0.000304681746572375	-0.458341191789817	0.332	0.421	1	"6"	"ENSDARG00000030408"	"rps26l"	"https://zfin.org/ZDB-GENE-040426-1706"	"ribosomal protein S26, like [Source:ZFIN;Acc:ZDB-GENE-040426-1706]"	"ZFIN"
"tuba8l3"	0.00278958886238934	-0.457200739190049	0.079	0.148	1	"6"	"ENSDARG00000070155"	"tuba8l3"	"https://zfin.org/ZDB-GENE-040801-77"	"tubulin, alpha 8 like 3 [Source:ZFIN;Acc:ZDB-GENE-040801-77]"	"ZFIN"
"rpl32"	4.24285089190429e-05	-0.456176296556515	0.469	0.546	1	"6"	"ENSDARG00000054818"	"rpl32"	"https://zfin.org/ZDB-GENE-060331-105"	"ribosomal protein L32 [Source:ZFIN;Acc:ZDB-GENE-060331-105]"	"ZFIN"
"serbp1a"	0.00082400534600895	-0.45484247130849	0.207	0.296	1	"6"	"ENSDARG00000074242"	"serbp1a"	"https://zfin.org/ZDB-GENE-030131-7389"	"SERPINE1 mRNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7389]"	"ZFIN"
"tuba8l4"	0.00492252058628181	-0.448804369243602	0.095	0.162	1	"6"	"ENSDARG00000006260"	"tuba8l4"	"https://zfin.org/ZDB-GENE-040426-860"	"tubulin, alpha 8 like 4 [Source:ZFIN;Acc:ZDB-GENE-040426-860]"	"ZFIN"
"nop56"	0.00764985004900134	-0.448285517462995	0.062	0.117	1	"6"	"ENSDARG00000012820"	"nop56"	"https://zfin.org/ZDB-GENE-040109-1"	"NOP56 ribonucleoprotein homolog [Source:ZFIN;Acc:ZDB-GENE-040109-1]"	"ZFIN"
"rplp2l"	5.14204084556751e-07	-0.447402211868129	0.568	0.623	0.0131749370545131	"6"	"ENSDARG00000011201"	"rplp2l"	"https://zfin.org/ZDB-GENE-070327-2"	"ribosomal protein, large P2, like [Source:ZFIN;Acc:ZDB-GENE-070327-2]"	"ZFIN"
"rpl15"	0.000341667737356798	-0.445024481286554	0.344	0.426	1	"6"	"ENSDARG00000009285"	"rpl15"	"https://zfin.org/ZDB-GENE-040801-183"	"ribosomal protein L15 [Source:ZFIN;Acc:ZDB-GENE-040801-183]"	"ZFIN"
"ptmaa"	9.49066184520699e-05	-0.441349589482848	0.158	0.274	1	"6"	"ENSDARG00000021113"	"ptmaa"	"https://zfin.org/ZDB-GENE-030131-7647"	"prothymosin alpha a [Source:ZFIN;Acc:ZDB-GENE-030131-7647]"	"ZFIN"
"rpl31"	3.79788671735313e-05	-0.440918071693689	0.456	0.526	0.973094534720218	"6"	"ENSDARG00000053365"	"rpl31"	"https://zfin.org/ZDB-GENE-060331-121"	"ribosomal protein L31 [Source:ZFIN;Acc:ZDB-GENE-060331-121]"	"ZFIN"
"si:dkey-151g10.6"	2.90055905951834e-16	-0.440874231506081	0.834	0.925	7.43181242229789e-12	"6"	"ENSDARG00000092807"	"si:dkey-151g10.6"	"https://zfin.org/ZDB-GENE-030131-7528"	"si:dkey-151g10.6 [Source:ZFIN;Acc:ZDB-GENE-030131-7528]"	"ZFIN"
"rpl22"	0.000173126336339902	-0.438803099264564	0.178	0.291	1	"6"	"ENSDARG00000070437"	"rpl22"	"https://zfin.org/ZDB-GENE-051113-276"	"ribosomal protein L22 [Source:ZFIN;Acc:ZDB-GENE-051113-276]"	"ZFIN"
"slc38a5b"	0.00394067201354692	-0.437034226445923	0.1	0.167	1	"6"	"ENSDARG00000014587"	"slc38a5b"	"https://zfin.org/ZDB-GENE-040718-395"	"solute carrier family 38 member 5b [Source:ZFIN;Acc:ZDB-GENE-040718-395]"	"ZFIN"
"rps19"	5.60251602928439e-08	-0.436545375729419	0.577	0.675	0.00143547665702325	"6"	"ENSDARG00000030602"	"rps19"	"https://zfin.org/ZDB-GENE-040426-1716"	"ribosomal protein S19 [Source:ZFIN;Acc:ZDB-GENE-040426-1716]"	"ZFIN"
"col18a1a"	0.00356060119339651	-0.432308792468353	0.1	0.168	1	"6"	"ENSDARG00000036558"	"col18a1a"	"https://zfin.org/ZDB-GENE-030516-3"	"collagen type XVIII alpha 1 chain a [Source:ZFIN;Acc:ZDB-GENE-030516-3]"	"ZFIN"
"hmgn7"	0.00677150924142887	-0.431643817437687	0.079	0.138	1	"6"	"ENSDARG00000062326"	"hmgn7"	"https://zfin.org/ZDB-GENE-061215-23"	"high mobility group nucleosomal binding domain 7 [Source:ZFIN;Acc:ZDB-GENE-061215-23]"	"ZFIN"
"cox7c"	0.00390830180260273	-0.430605418210237	0.083	0.149	1	"6"	"ENSDARG00000104537"	"cox7c"	"https://zfin.org/ZDB-GENE-030131-8062"	"cytochrome c oxidase subunit 7C [Source:ZFIN;Acc:ZDB-GENE-030131-8062]"	"ZFIN"
"rps27.2"	0.00140766005537106	-0.426714424131938	0.207	0.295	1	"6"	"ENSDARG00000055475"	"rps27.2"	"https://zfin.org/ZDB-GENE-040426-1735"	"ribosomal protein S27, isoform 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1735]"	"ZFIN"
"rpl8"	0.00108880619815413	-0.426302743883657	0.477	0.537	1	"6"	"ENSDARG00000014867"	"rpl8"	"https://zfin.org/ZDB-GENE-040426-1670"	"ribosomal protein L8 [Source:ZFIN;Acc:ZDB-GENE-040426-1670]"	"ZFIN"
"rps16"	6.97780399189669e-05	-0.426302520155132	0.477	0.546	1	"6"	"ENSDARG00000045487"	"rps16"	"https://zfin.org/ZDB-GENE-050506-107"	"ribosomal protein S16 [Source:ZFIN;Acc:ZDB-GENE-050506-107]"	"ZFIN"
"rpl27"	0.000535660210713144	-0.424683070706392	0.344	0.425	1	"6"	"ENSDARG00000015128"	"rpl27"	"https://zfin.org/ZDB-GENE-030131-4343"	"ribosomal protein L27 [Source:ZFIN;Acc:ZDB-GENE-030131-4343]"	"ZFIN"
"rps15a"	3.28913966470293e-06	-0.424052123826898	0.432	0.56	0.0842743364890184	"6"	"ENSDARG00000010160"	"rps15a"	"https://zfin.org/ZDB-GENE-030131-8708"	"ribosomal protein S15a [Source:ZFIN;Acc:ZDB-GENE-030131-8708]"	"ZFIN"
"rps29"	4.14320800137136e-06	-0.424011024363583	0.49	0.574	0.106157275411137	"6"	"ENSDARG00000041232"	"rps29"	"https://zfin.org/ZDB-GENE-040622-5"	"ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5]"	"ZFIN"
"cox5aa"	0.00875152451354162	-0.423535263290611	0.071	0.126	1	"6"	"ENSDARG00000088383"	"cox5aa"	"https://zfin.org/ZDB-GENE-050522-133"	"cytochrome c oxidase subunit 5Aa [Source:ZFIN;Acc:ZDB-GENE-050522-133]"	"ZFIN"
"ctnnb1"	0.00402770646215121	-0.423237077564729	0.075	0.142	1	"6"	"ENSDARG00000014571"	"ctnnb1"	"https://zfin.org/ZDB-GENE-980526-362"	"catenin (cadherin-associated protein), beta 1 [Source:ZFIN;Acc:ZDB-GENE-980526-362]"	"ZFIN"
"fthl27"	0.00317601782287789	-0.422421788934901	0.369	0.424	1	"6"	"ENSDARG00000031776"	"fthl27"	"https://zfin.org/ZDB-GENE-040718-72"	"ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]"	"ZFIN"
"rps12"	0.000104667076051322	-0.419803794626502	0.498	0.565	1	"6"	"ENSDARG00000036875"	"rps12"	"https://zfin.org/ZDB-GENE-030131-8951"	"ribosomal protein S12 [Source:ZFIN;Acc:ZDB-GENE-030131-8951]"	"ZFIN"
"rpl13"	1.48653286557396e-06	-0.417597879054029	0.635	0.71	0.0380879450817361	"6"	"ENSDARG00000099380"	"rpl13"	"https://zfin.org/ZDB-GENE-031007-1"	"ribosomal protein L13 [Source:ZFIN;Acc:ZDB-GENE-031007-1]"	"ZFIN"
"rps18"	0.000163406079388022	-0.414274386883152	0.349	0.442	1	"6"	"ENSDARG00000100392"	"rps18"	"https://zfin.org/ZDB-GENE-020419-20"	"ribosomal protein S18 [Source:ZFIN;Acc:ZDB-GENE-020419-20]"	"ZFIN"
"rplp2"	7.28495133932016e-06	-0.414055510413226	0.527	0.618	0.186655023216061	"6"	"ENSDARG00000101406"	"rplp2"	"https://zfin.org/ZDB-GENE-031018-2"	"ribosomal protein, large P2 [Source:ZFIN;Acc:ZDB-GENE-031018-2]"	"ZFIN"
"rps20"	1.013020861989e-05	-0.413075560168889	0.627	0.685	0.259556205258822	"6"	"ENSDARG00000036044"	"rps20"	"https://zfin.org/ZDB-GENE-040426-2284"	"ribosomal protein S20 [Source:ZFIN;Acc:ZDB-GENE-040426-2284]"	"ZFIN"
"rpl35a"	0.000182255683138463	-0.409338650838264	0.402	0.484	1	"6"	"ENSDARG00000088030"	"rpl35a"	"https://zfin.org/ZDB-GENE-040718-190"	"ribosomal protein L35a [Source:ZFIN;Acc:ZDB-GENE-040718-190]"	"ZFIN"
"rpl21"	6.15694804276444e-06	-0.40901112380363	0.465	0.584	0.157753322751711	"6"	"ENSDARG00000010516"	"rpl21"	"https://zfin.org/ZDB-GENE-030131-8512"	"ribosomal protein L21 [Source:ZFIN;Acc:ZDB-GENE-030131-8512]"	"ZFIN"
"rpl10"	0.000189812877240469	-0.408952241118847	0.452	0.526	1	"6"	"ENSDARG00000025581"	"rpl10"	"https://zfin.org/ZDB-GENE-030131-8656"	"ribosomal protein L10 [Source:ZFIN;Acc:ZDB-GENE-030131-8656]"	"ZFIN"
"rps3a"	1.58422465726872e-06	-0.408532240048984	0.515	0.625	0.0405910041685392	"6"	"ENSDARG00000035692"	"rps3a"	"https://zfin.org/ZDB-GENE-030131-9184"	"ribosomal protein S3A [Source:ZFIN;Acc:ZDB-GENE-030131-9184]"	"ZFIN"
"rps23"	0.000452315702537237	-0.407926075131192	0.427	0.503	1	"6"	"ENSDARG00000021838"	"rps23"	"https://zfin.org/ZDB-GENE-080220-50"	"ribosomal protein S23 [Source:ZFIN;Acc:ZDB-GENE-080220-50]"	"ZFIN"
"rpl11"	3.65423810168877e-06	-0.405695154512411	0.589	0.662	0.0936288886414697	"6"	"ENSDARG00000043509"	"rpl11"	"https://zfin.org/ZDB-GENE-040625-147"	"ribosomal protein L11 [Source:ZFIN;Acc:ZDB-GENE-040625-147]"	"ZFIN"
"six1b"	0.000533610196913489	-0.403010801615993	0.261	0.362	1	"6"	"ENSDARG00000026473"	"six1b"	"https://zfin.org/ZDB-GENE-040426-2308"	"SIX homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2308]"	"ZFIN"
"rpl36a"	5.94866731826848e-05	-0.399419175554537	0.461	0.547	1	"6"	"ENSDARG00000058105"	"rpl36a"	"https://zfin.org/ZDB-GENE-020423-1"	"ribosomal protein L36A [Source:ZFIN;Acc:ZDB-GENE-020423-1]"	"ZFIN"
"eif4a1b"	0.0067492865879781	-0.393509745373184	0.095	0.156	1	"6"	"ENSDARG00000003032"	"eif4a1b"	"https://zfin.org/ZDB-GENE-040120-6"	"eukaryotic translation initiation factor 4A1B [Source:ZFIN;Acc:ZDB-GENE-040120-6]"	"ZFIN"
"ubc"	0.00450138988908049	-0.38434721632206	0.228	0.296	1	"6"	"ENSDARG00000102632"	"ubc"	"https://zfin.org/ZDB-GENE-061110-88"	"ubiquitin C [Source:ZFIN;Acc:ZDB-GENE-061110-88]"	"ZFIN"
"rpl38"	0.000186635636207579	-0.383902786135345	0.469	0.538	1	"6"	"ENSDARG00000006413"	"rpl38"	"https://zfin.org/ZDB-GENE-030131-8752"	"ribosomal protein L38 [Source:ZFIN;Acc:ZDB-GENE-030131-8752]"	"ZFIN"
"rpl37*1"	2.45170977583282e-05	-0.383695308907529	0.544	0.596	0.628177078763885	"6"	"ENSDARG00000034291"	"rpl37"	"https://zfin.org/ZDB-GENE-040625-39"	"ribosomal protein L37 [Source:ZFIN;Acc:ZDB-GENE-040625-39]"	"ZFIN"
"rpl36"	3.57272213161901e-05	-0.383228782781323	0.398	0.503	0.915402864563424	"6"	"ENSDARG00000100588"	"rpl36"	"https://zfin.org/ZDB-GENE-040622-2"	"ribosomal protein L36 [Source:ZFIN;Acc:ZDB-GENE-040622-2]"	"ZFIN"
"rps11"	3.94801155268299e-05	-0.38186552979524	0.485	0.579	1	"6"	"ENSDARG00000053058"	"rps11"	"https://zfin.org/ZDB-GENE-040426-2701"	"ribosomal protein S11 [Source:ZFIN;Acc:ZDB-GENE-040426-2701]"	"ZFIN"
"rpl10a"	0.000463801536720646	-0.371282449016513	0.556	0.608	1	"6"	"ENSDARG00000042905"	"rpl10a"	"https://zfin.org/ZDB-GENE-030131-2025"	"ribosomal protein L10a [Source:ZFIN;Acc:ZDB-GENE-030131-2025]"	"ZFIN"
"fkbp1aa"	0.0048515187677095	-0.35421037713771	0.183	0.262	1	"6"	"ENSDARG00000022684"	"fkbp1aa"	"https://zfin.org/ZDB-GENE-030131-7275"	"FKBP prolyl isomerase 1Aa [Source:ZFIN;Acc:ZDB-GENE-030131-7275]"	"ZFIN"
"rpl30"	0.000534795591247953	-0.350012025437633	0.44	0.515	1	"6"	"ENSDARG00000035871"	"rpl30"	"https://zfin.org/ZDB-GENE-030131-8657"	"ribosomal protein L30 [Source:ZFIN;Acc:ZDB-GENE-030131-8657]"	"ZFIN"
"ptmab"	0.00246201250520492	-0.343695285227797	0.361	0.443	1	"6"	"ENSDARG00000101766"	"ptmab"	"https://zfin.org/ZDB-GENE-030131-8681"	"prothymosin alpha b [Source:ZFIN;Acc:ZDB-GENE-030131-8681]"	"ZFIN"
"rps17"	0.00199285001745568	-0.340333499854895	0.174	0.262	1	"6"	"ENSDARG00000104011"	"rps17"	"https://zfin.org/ZDB-GENE-040426-1852"	"ribosomal protein S17 [Source:ZFIN;Acc:ZDB-GENE-040426-1852]"	"ZFIN"
"rpl5a"	0.00206587649918695	-0.332902219255367	0.307	0.394	1	"6"	"ENSDARG00000020197"	"rpl5a"	"https://zfin.org/ZDB-GENE-030131-5161"	"ribosomal protein L5a [Source:ZFIN;Acc:ZDB-GENE-030131-5161]"	"ZFIN"
"rpl18"	0.000169321715837676	-0.332628165245742	0.485	0.577	1	"6"	"ENSDARG00000029533"	"rpl18"	"https://zfin.org/ZDB-GENE-040801-165"	"ribosomal protein L18 [Source:ZFIN;Acc:ZDB-GENE-040801-165]"	"ZFIN"
"mt-co3"	2.46346964153761e-05	-0.1412752769861	1	0.993	0.631190191554768	"6"	"ENSDARG00000063912"	"mt-co3"	"https://zfin.org/ZDB-GENE-011205-16"	"cytochrome c oxidase III, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-16]"	"ZFIN"
"ucp2"	0.00206405143699571	0.146285707667278	0.68	0.577	1	"6"	"ENSDARG00000043154"	"ucp2"	"https://zfin.org/ZDB-GENE-990708-8"	"uncoupling protein 2 [Source:ZFIN;Acc:ZDB-GENE-990708-8]"	"ZFIN"
"dedd1"	0.00195128146488604	0.168408015956502	0.577	0.439	1	"6"	"ENSDARG00000002758"	"dedd1"	"https://zfin.org/ZDB-GENE-000616-2"	"death effector domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-000616-2]"	"ZFIN"
"tmem176l.4"	0.00171627079571372	0.170341425750741	0.423	0.303	1	"6"	"ENSDARG00000074390"	"tmem176l.4"	"https://zfin.org/ZDB-GENE-030131-3532"	"transmembrane protein 176l.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3532]"	"ZFIN"
"myh9a"	0.00891809854314376	0.196062519388481	0.149	0.094	1	"6"	"ENSDARG00000063295"	"myh9a"	"https://zfin.org/ZDB-GENE-030131-5870"	"myosin, heavy chain 9a, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-5870]"	"ZFIN"
"fat1a"	0.00340007881466102	0.198204625449013	0.286	0.194	1	"6"	"ENSDARG00000017591"	"fat1a"	"https://zfin.org/ZDB-GENE-050425-1"	"FAT atypical cadherin 1a [Source:ZFIN;Acc:ZDB-GENE-050425-1]"	"ZFIN"
"mycbp2"	0.00693914114893007	0.200941247809858	0.187	0.121	1	"6"	"ENSDARG00000001220"	"mycbp2"	"https://zfin.org/ZDB-GENE-030616-132"	"MYC binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030616-132]"	"ZFIN"
"lpin1"	0.00711491053200107	0.203472589353924	0.245	0.169	1	"6"	"ENSDARG00000020239"	"lpin1"	"https://zfin.org/ZDB-GENE-080722-2"	"lipin 1 [Source:ZFIN;Acc:ZDB-GENE-080722-2]"	"ZFIN"
"eif3s10"	0.00300429765757533	0.230360996963554	0.145	0.085	1	"6"	"ENSDARG00000076815"	"eif3s10"	"https://zfin.org/ZDB-GENE-030131-5726"	"eukaryotic translation initiation factor 3, subunit 10 (theta) [Source:ZFIN;Acc:ZDB-GENE-030131-5726]"	"ZFIN"
"srsf11"	0.00885540642468842	0.236902321533533	0.195	0.129	1	"6"	"ENSDARG00000098574"	"srsf11"	"https://zfin.org/ZDB-GENE-030131-605"	"serine and arginine rich splicing factor 11 [Source:ZFIN;Acc:ZDB-GENE-030131-605]"	"ZFIN"
"dock1"	0.00129052951190855	0.241053068658087	0.174	0.102	1	"6"	"ENSDARG00000099093"	"dock1"	"https://zfin.org/ZDB-GENE-080108-5"	"dedicator of cytokinesis 1 [Source:ZFIN;Acc:ZDB-GENE-080108-5]"	"ZFIN"
"CU929259.1"	0.00378716122496565	0.245821958455449	0.178	0.112	1	"6"	"ENSDARG00000101687"	"CU929259.1"	"https://zfin.org/"	"microtubule-associated protein 4-like [Source:NCBI gene;Acc:100001114]"	"Clone-based (Ensembl) gene"
"dachd"	0.00310676983669784	0.246362527538048	0.108	0.058	1	"6"	"ENSDARG00000069440"	"dachd"	"https://zfin.org/ZDB-GENE-070427-2"	"dachshund d [Source:ZFIN;Acc:ZDB-GENE-070427-2]"	"ZFIN"
"TSTA3"	0.00813479612160233	0.246439242033793	0.145	0.091	1	"6"	"ENSDARG00000039669"	"TSTA3"	"https://zfin.org/ZDB-GENE-040801-35"	"tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]"	"HGNC Symbol"
"u2surp"	0.00271687813396583	0.249683859515646	0.353	0.257	1	"6"	"ENSDARG00000061490"	"u2surp"	"https://zfin.org/ZDB-GENE-070912-400"	"U2 snRNP-associated SURP domain containing [Source:ZFIN;Acc:ZDB-GENE-070912-400]"	"ZFIN"
"tial1"	0.00647600105631843	0.252536048522814	0.108	0.062	1	"6"	"ENSDARG00000009525"	"tial1"	"https://zfin.org/ZDB-GENE-040426-1547"	"TIA1 cytotoxic granule-associated RNA binding protein-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1547]"	"ZFIN"
"spint1a"	0.00815400469413953	0.254559861330589	0.17	0.111	1	"6"	"ENSDARG00000102332"	"spint1a"	"https://zfin.org/ZDB-GENE-040426-2169"	"serine peptidase inhibitor, Kunitz type 1 a [Source:ZFIN;Acc:ZDB-GENE-040426-2169]"	"ZFIN"
"arglu1a"	0.00107316361763386	0.258369342296167	0.311	0.214	1	"6"	"ENSDARG00000019223"	"arglu1a"	"https://zfin.org/ZDB-GENE-040426-2914"	"arginine and glutamate rich 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2914]"	"ZFIN"
"si:ch211-149k12.3"	0.00626851355114797	0.259674029800024	0.112	0.064	1	"6"	"ENSDARG00000088493"	"si:ch211-149k12.3"	"https://zfin.org/ZDB-GENE-131127-504"	"si:ch211-149k12.3 [Source:ZFIN;Acc:ZDB-GENE-131127-504]"	"ZFIN"
"papola"	0.0088282636986922	0.260619723332755	0.116	0.069	1	"6"	"ENSDARG00000009585"	"papola"	"https://zfin.org/ZDB-GENE-030131-3507"	"poly(A) polymerase alpha [Source:ZFIN;Acc:ZDB-GENE-030131-3507]"	"ZFIN"
"si:zfos-588f8.1"	0.00680002580209544	0.261311091035768	0.137	0.086	1	"6"	"ENSDARG00000078313"	"si:zfos-588f8.1"	"https://zfin.org/ZDB-GENE-110411-111"	"si:zfos-588f8.1 [Source:ZFIN;Acc:ZDB-GENE-110411-111]"	"ZFIN"
"ylpm1"	0.0035812224924961	0.262302597588706	0.129	0.074	1	"6"	"ENSDARG00000043680"	"ylpm1"	"https://zfin.org/ZDB-GENE-030131-2196"	"YLP motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2196]"	"ZFIN"
"hivep1"	0.00676728489321391	0.264017633326933	0.133	0.08	1	"6"	"ENSDARG00000103658"	"hivep1"	"https://zfin.org/ZDB-GENE-070912-512"	"human immunodeficiency virus type I enhancer binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-070912-512]"	"ZFIN"
"tmem176l.3b"	0.00304196834683168	0.264183584107287	0.27	0.184	1	"6"	"ENSDARG00000096874"	"tmem176l.3b"	"https://zfin.org/ZDB-GENE-080829-14"	"transmembrane protein 176l.3b [Source:ZFIN;Acc:ZDB-GENE-080829-14]"	"ZFIN"
"sfpq"	0.00431869111375085	0.266450004974405	0.174	0.11	1	"6"	"ENSDARG00000011564"	"sfpq"	"https://zfin.org/ZDB-GENE-040426-2452"	"splicing factor proline/glutamine-rich [Source:ZFIN;Acc:ZDB-GENE-040426-2452]"	"ZFIN"
"CU104709.1"	0.00904080012177655	0.267505446808607	0.17	0.113	1	"6"	"ENSDARG00000100925"	"CU104709.1"	"https://zfin.org/"	""	"Clone-based (Ensembl) gene"
"CR383676.3"	0.000617980961000552	0.269817152708543	0.315	0.212	1	"6"	"ENSDARG00000105368"	"CR383676.3"	"https://zfin.org/"	""	"Clone-based (Ensembl) gene"
"ankrd11"	0.00168471332181677	0.269935741307245	0.212	0.133	1	"6"	"ENSDARG00000051886"	"ankrd11"	"https://zfin.org/ZDB-GENE-030131-3932"	"ankyrin repeat domain 11 [Source:ZFIN;Acc:ZDB-GENE-030131-3932]"	"ZFIN"
"ncor2"	0.00974358027961614	0.270827604751654	0.141	0.089	1	"6"	"ENSDARG00000000966"	"ncor2"	"https://zfin.org/ZDB-GENE-030616-81"	"nuclear receptor corepressor 2 [Source:ZFIN;Acc:ZDB-GENE-030616-81]"	"ZFIN"
"zfp36l1b"	8.20264258672885e-05	0.27219371277287	0.44	0.302	1	"6"	"ENSDARG00000021443"	"zfp36l1b"	"https://zfin.org/ZDB-GENE-030131-2391"	"zinc finger protein 36, C3H type-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2391]"	"ZFIN"
"tnks1bp1"	1.37671023698211e-09	0.273038816521705	0.718	0.459	3.52740696919557e-05	"6"	"ENSDARG00000068760"	"tnks1bp1"	"https://zfin.org/ZDB-GENE-050208-317"	"tankyrase 1 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050208-317]"	"ZFIN"
"cdkn1bb"	0.000261248087936555	0.277185239736105	0.365	0.243	1	"6"	"ENSDARG00000054271"	"cdkn1bb"	"https://zfin.org/ZDB-GENE-030521-13"	"cyclin-dependent kinase inhibitor 1Bb [Source:ZFIN;Acc:ZDB-GENE-030521-13]"	"ZFIN"
"elmsan1b"	0.0079291231008101	0.278597089173366	0.232	0.165	1	"6"	"ENSDARG00000053864"	"elmsan1b"	"https://zfin.org/ZDB-GENE-131121-13"	"ELM2 and Myb/SANT-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-131121-13]"	"ZFIN"
"rbm33a"	0.00705249325240519	0.280171485536367	0.141	0.087	1	"6"	"ENSDARG00000068562"	"rbm33a"	"https://zfin.org/ZDB-GENE-140106-90"	"RNA binding motif protein 33a [Source:ZFIN;Acc:ZDB-GENE-140106-90]"	"ZFIN"
"nfe2l2a"	0.000521855084263268	0.28067325418241	0.307	0.204	1	"6"	"ENSDARG00000042824"	"nfe2l2a"	"https://zfin.org/ZDB-GENE-030723-2"	"nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]"	"ZFIN"
